Ticker,Dropped Feature,RMSE,MAE,RMSE Increase,MAE Increase
SAP,BB_upper,44.70158213433278,44.235408782958984,40.539814868139956,40.972946643829346
SAP,MACD_hist,44.67987806503337,44.143680572509766,40.518110798840546,40.88121843338013
SAP,MACD_signal,36.9463739208388,36.36394500732422,32.78460665464598,33.10148286819458
SAP,RSI,26.108697066303403,25.567384719848633,21.946929800110578,22.304922580718994
SAP,BB_lower,20.284027520710413,19.5773868560791,16.122260254517588,16.314924716949463
SAP,Open,13.73078991445156,12.950787544250488,9.569022648258734,9.68832540512085
SAP,MACD,6.267350793925699,5.0060601234436035,2.1055835277328736,1.7435979843139648
