Ticker,Dropped Feature,RMSE,MAE,RMSE Increase,MAE Increase
['NVDA'],BB_upper,21.33558205832637,19.830049514770508,16.2737659243224,15.656126976013184
['NVDA'],MACD_signal,20.428128674993932,19.454038619995117,15.366312540989963,15.280116081237793
['NVDA'],RSI,14.943613501180236,13.589255332946777,9.881797367176267,9.415332794189453
['NVDA'],BB_lower,12.52918528910755,11.102690696716309,7.467369155103581,6.928768157958984
['NVDA'],MACD,10.11386701965715,8.766498565673828,5.0520508856531805,4.592576026916504
['NVDA'],Open,6.265985416691256,5.208409309387207,1.2041692826872872,1.0344867706298828
['NVDA'],MACD_hist,5.6987910276870215,4.9407572746276855,0.6369748936830524,0.7668347358703613
